Id,DienTich,ViTri,SoPhongNgu,SoWC,SoTang,Gia,KinhDo,ViDo,Image
1442,176,Ba Đình,5,4,1,196638,105.795371,21.027606,anh35.jpg
1443,86,Ba Đình,3,3,1,92709,105.82796,21.029133,anh89.jpg
1444,301,Hoàn Kiếm,2,4,3,341701,105.921405,21.042,anh13.jpg
1445,226,Hai Bà Trưng,1,3,1,222344,105.912826,21.011303,anh97.jpg
1446,344,Long Biên,4,1,2,338879,105.814507,21.030379,anh79.jpg
1447,90,Tây Hồ,4,4,4,79239,105.892621,21.017117,anh81.jpg
1448,55,Thanh Xuân,2,2,3,65360,105.908154,21.008413,anh16.jpg
1449,350,Ba Đình,1,2,5,304392,105.845404,21.037621,anh32.jpg
1450,185,Hai Bà Trưng,1,4,5,212497,105.930574,21.034611,anh92.jpg
1451,120,Hoàn Kiếm,3,4,2,104017,105.834487,20.991358,anh10.jpg
1452,221,Hoàn Kiếm,1,4,3,211022,105.928206,21.047315,anh73.jpg
1453,62,Long Biên,1,1,4,68680,105.865835,21.00964,anh88.jpg
1454,338,Tây Hồ,5,2,5,376238,105.873947,20.987219,anh40.jpg
1455,215,Đống Đa,5,2,2,236732,105.822727,20.980286,anh30.jpg
1456,280,Hai Bà Trưng,6,3,2,287950,105.803204,21.012261,anh17.jpg
1457,192,Đống Đa,4,4,1,205373,105.860574,20.996803,anh74.jpg
1458,171,Long Biên,2,3,4,152891,105.876267,21.016709,anh91.jpg
1459,76,Ba Đình,5,1,5,86682,105.900729,21.030013,anh82.jpg
1460,183,Thanh Xuân,5,4,5,206484,105.8111,21.04792,anh30.jpg
1461,253,Ba Đình,3,1,5,258248,105.856846,21.014866,anh75.jpg
1462,350,Cầu Giấy,2,1,2,296371,105.863791,20.991022,anh78.jpg
1463,175,Hoàn Kiếm,5,4,1,204744,105.765999,20.980471,anh62.jpg
1464,178,Thanh Xuân,2,4,1,168174,105.803802,21.023433,anh41.jpg
1465,197,Tây Hồ,1,2,1,171351,105.916267,21.008426,anh29.jpg
1466,36,Tây Hồ,2,2,1,39786,105.906957,21.046505,anh16.jpg
1467,76,Cầu Giấy,6,3,5,65924,105.930108,21.046562,anh95.jpg
1468,169,Tây Hồ,1,4,2,201988,105.813334,20.988043,anh26.jpg
1469,291,Hai Bà Trưng,1,3,1,285058,105.945723,21.037162,anh55.jpg
1470,236,Hai Bà Trưng,4,2,2,267019,105.909251,21.004024,anh30.jpg
1471,62,Ba Đình,2,3,1,63888,105.885398,21.010271,anh70.jpg
1472,226,Đống Đa,4,4,2,267570,105.920781,21.04924,anh8.jpg
1473,393,Đống Đa,4,4,2,391913,105.866072,21.024042,anh41.jpg
1474,320,Thanh Xuân,6,2,5,259269,105.817985,21.014202,anh71.jpg
1475,327,Thanh Xuân,2,3,4,349858,105.755426,21.013532,anh62.jpg
1476,68,Ba Đình,1,1,2,77488,105.848464,20.996033,anh43.jpg
1477,278,Tây Hồ,4,1,2,290320,105.926692,20.985559,anh77.jpg
1478,255,Đống Đa,4,3,4,275548,105.762415,20.988816,anh45.jpg
1479,38,Hoàn Kiếm,2,3,3,40906,105.870061,21.005524,anh6.jpg
1480,249,Thanh Xuân,1,2,1,287914,105.878992,21.021277,anh90.jpg
1481,87,Thanh Xuân,2,2,3,72691,105.930157,21.019638,anh95.jpg
1482,312,Hai Bà Trưng,2,3,3,363309,105.848388,20.988915,anh96.jpg
1483,398,Cầu Giấy,1,2,1,414225,105.8075,21.015726,anh86.jpg
1484,347,Thanh Xuân,6,2,4,283650,105.929227,21.030455,anh92.jpg
1485,78,Long Biên,4,2,5,82118,105.753319,21.028449,anh56.jpg
1486,192,Long Biên,4,4,5,197625,105.781255,20.991803,anh99.jpg
1487,188,Ba Đình,5,3,4,187210,105.936994,21.04763,anh23.jpg
1488,83,Cầu Giấy,1,4,1,81196,105.848088,21.043631,anh32.jpg
1489,227,Hoàn Kiếm,2,3,1,230644,105.770414,21.049655,anh95.jpg
1490,145,Hoàn Kiếm,1,1,4,145361,105.788608,21.03105,anh72.jpg
1491,136,Hai Bà Trưng,6,1,1,116277,105.801052,21.028766,anh18.jpg
1492,107,Đống Đa,6,3,3,112384,105.878912,20.990346,anh5.jpg
1493,384,Long Biên,1,2,3,459624,105.871634,20.981948,anh33.jpg
1494,291,Tây Hồ,5,1,2,280128,105.93764,21.014704,anh65.jpg
1495,239,Hai Bà Trưng,2,2,5,238139,105.813641,21.002142,anh68.jpg
1496,242,Thanh Xuân,2,3,1,216544,105.778062,21.006119,anh74.jpg
1497,144,Long Biên,5,3,3,132059,105.800998,20.984837,anh24.jpg
1498,350,Long Biên,5,4,5,401529,105.942822,21.011512,anh53.jpg
1499,358,Thanh Xuân,6,2,5,342686,105.836678,21.024073,anh38.jpg
1500,200,Long Biên,1,3,1,225350,105.914522,21.024741,anh29.jpg
1501,226,Tây Hồ,1,1,3,234915,105.930391,21.026042,anh29.jpg
1502,286,Cầu Giấy,2,3,3,295321,105.878547,21.02998,anh9.jpg
1503,50,Hai Bà Trưng,6,2,1,46845,105.794189,21.008282,anh92.jpg
1504,251,Hoàn Kiếm,5,4,1,299321,105.793329,21.008558,anh44.jpg
1505,241,Ba Đình,1,2,3,272457,105.804167,21.00488,anh82.jpg
1506,340,Thanh Xuân,4,3,5,291403,105.774524,21.03876,anh57.jpg
1507,190,Hoàn Kiếm,1,3,4,167425,105.868823,21.008803,anh51.jpg
1508,94,Ba Đình,6,1,1,110196,105.924316,20.995665,anh1.jpg
1509,96,Thanh Xuân,2,1,5,95282,105.754642,21.047601,anh54.jpg
1510,40,Thanh Xuân,2,1,1,43018,105.774726,21.027512,anh81.jpg
1511,283,Long Biên,3,1,4,323719,105.915427,20.995589,anh14.jpg
1512,182,Tây Hồ,6,3,5,157825,105.772958,20.997077,anh24.jpg
1513,171,Cầu Giấy,5,3,2,156412,105.910571,20.999218,anh44.jpg
1514,356,Hai Bà Trưng,3,1,1,398094,105.756575,21.036613,anh36.jpg
1515,294,Tây Hồ,5,1,4,286973,105.908699,21.023391,anh29.jpg
1516,327,Hai Bà Trưng,2,2,1,314675,105.758514,21.013264,anh1.jpg
1517,262,Tây Hồ,2,1,1,291243,105.880712,21.038393,anh81.jpg
1518,118,Hai Bà Trưng,6,4,1,100299,105.922917,21.008622,anh86.jpg
1519,126,Ba Đình,6,2,2,101992,105.782067,21.033707,anh4.jpg
1520,193,Tây Hồ,4,4,3,191763,105.944603,21.042868,anh67.jpg
1521,204,Ba Đình,3,4,4,204533,105.781021,20.988774,anh51.jpg
1522,185,Đống Đa,1,4,3,178597,105.770567,21.019187,anh96.jpg
1523,247,Cầu Giấy,1,2,4,222012,105.765114,21.000191,anh6.jpg
1524,62,Đống Đa,1,2,2,55101,105.933203,20.999285,anh49.jpg
1525,382,Hai Bà Trưng,6,2,1,398490,105.785127,21.021764,anh73.jpg
1526,349,Thanh Xuân,3,3,5,320569,105.9348,21.02347,anh36.jpg
1527,265,Hai Bà Trưng,1,2,2,300700,105.771,21.037665,anh11.jpg
1528,38,Tây Hồ,4,4,1,32781,105.771408,21.049983,anh33.jpg
1529,144,Hoàn Kiếm,6,4,1,136762,105.82518,20.987791,anh7.jpg
1530,48,Hoàn Kiếm,3,4,3,47064,105.811195,21.006839,anh25.jpg
1531,377,Hoàn Kiếm,4,3,5,326838,105.898478,21.044339,anh94.jpg
1532,219,Tây Hồ,5,3,2,204438,105.884258,20.996968,anh91.jpg
1533,99,Cầu Giấy,5,3,4,94015,105.75926,20.987083,anh39.jpg
1534,364,Ba Đình,1,3,2,404920,105.839871,21.013681,anh95.jpg
1535,389,Thanh Xuân,6,1,5,358322,105.871794,20.997176,anh65.jpg
1536,228,Cầu Giấy,6,2,2,186572,105.878661,21.039732,anh9.jpg
1537,122,Long Biên,5,2,3,107978,105.913299,21.042204,anh32.jpg
1538,103,Hai Bà Trưng,2,4,2,108227,105.879865,21.018844,anh66.jpg
1539,45,Hoàn Kiếm,2,2,2,50282,105.817288,21.030051,anh70.jpg
1540,87,Đống Đa,6,3,4,82324,105.79215,20.985067,anh40.jpg
1541,371,Hai Bà Trưng,4,2,3,420402,105.841402,21.042687,anh85.jpg
1542,59,Thanh Xuân,3,3,3,64334,105.936089,21.01793,anh71.jpg
1543,40,Ba Đình,5,3,3,32253,105.853194,21.041855,anh75.jpg
1544,204,Hoàn Kiếm,4,4,5,205246,105.870242,20.989889,anh42.jpg
1545,99,Thanh Xuân,4,4,1,116277,105.926492,21.007341,anh70.jpg
1546,212,Ba Đình,5,2,4,244122,105.755138,21.037767,anh28.jpg
1547,84,Hai Bà Trưng,2,1,4,87973,105.87569,21.002722,anh22.jpg
1548,319,Ba Đình,3,4,3,274120,105.866746,21.016241,anh45.jpg
1549,88,Đống Đa,5,4,3,90443,105.801641,20.984293,anh68.jpg
1550,154,Thanh Xuân,3,4,5,153720,105.86606,20.991387,anh46.jpg
1551,287,Tây Hồ,3,2,2,287319,105.947009,21.043864,anh6.jpg
1552,45,Hoàn Kiếm,6,1,3,46288,105.846009,21.049831,anh63.jpg
1553,48,Thanh Xuân,5,3,5,41334,105.887939,21.029303,anh79.jpg
1554,285,Tây Hồ,2,4,4,270224,105.822633,21.026926,anh33.jpg
1555,371,Cầu Giấy,6,4,5,414843,105.795064,21.034114,anh42.jpg
1556,60,Thanh Xuân,5,3,1,48107,105.791011,21.003849,anh4.jpg
1557,312,Hoàn Kiếm,1,2,2,366206,105.933838,21.011597,anh69.jpg
1558,65,Long Biên,3,4,1,58365,105.844352,21.013462,anh91.jpg
1559,233,Tây Hồ,4,1,3,209897,105.78077,21.021057,anh79.jpg
1560,380,Tây Hồ,3,2,3,325801,105.907002,21.021788,anh75.jpg
1561,108,Long Biên,4,2,2,94762,105.776251,21.03619,anh52.jpg
1562,309,Long Biên,4,3,1,286257,105.800774,21.036148,anh45.jpg
1563,230,Hai Bà Trưng,3,2,3,208054,105.855016,20.9877,anh14.jpg
1564,285,Hai Bà Trưng,6,3,5,341110,105.88813,21.039814,anh28.jpg
1565,294,Cầu Giấy,3,2,5,320696,105.884046,21.016536,anh57.jpg
1566,335,Cầu Giấy,5,2,1,270289,105.837983,21.012594,anh48.jpg
1567,213,Ba Đình,3,2,3,223105,105.870094,21.001842,anh63.jpg
1568,92,Tây Hồ,6,1,1,96571,105.936674,21.027178,anh79.jpg
1569,295,Tây Hồ,4,1,1,334648,105.835005,21.044954,anh14.jpg
1570,362,Hoàn Kiếm,6,3,1,383176,105.908998,20.985686,anh21.jpg
1571,84,Cầu Giấy,5,4,4,96991,105.76308,21.039706,anh37.jpg
1572,109,Đống Đa,2,1,5,124827,105.817119,21.011691,anh87.jpg
1573,33,Cầu Giấy,6,4,4,39188,105.87014,20.997561,anh74.jpg
1574,328,Hai Bà Trưng,2,2,3,368901,105.853228,21.043981,anh81.jpg
1575,304,Hoàn Kiếm,1,1,1,265852,105.7854,21.013264,anh92.jpg
1576,98,Ba Đình,1,4,5,87493,105.878698,21.016412,anh98.jpg
1577,335,Long Biên,6,2,4,275778,105.873783,20.992072,anh78.jpg
1578,182,Đống Đa,6,3,3,213439,105.757767,21.022838,anh75.jpg
1579,204,Long Biên,2,2,4,214447,105.775303,20.994152,anh62.jpg
1580,337,Tây Hồ,2,3,5,357942,105.946366,21.039299,anh75.jpg
1581,231,Đống Đa,2,4,3,251010,105.929716,21.023672,anh49.jpg
1582,301,Long Biên,5,3,2,301974,105.928673,21.04356,anh12.jpg
1583,352,Tây Hồ,6,4,1,385165,105.794606,21.02721,anh51.jpg
1584,366,Thanh Xuân,6,2,2,380786,105.798041,21.005762,anh31.jpg
1585,266,Tây Hồ,6,4,2,285211,105.911171,21.019846,anh89.jpg
1586,242,Hai Bà Trưng,5,1,2,229992,105.920256,20.986749,anh46.jpg
1587,128,Thanh Xuân,6,1,4,151811,105.820499,21.024733,anh14.jpg
1588,194,Tây Hồ,4,3,2,212406,105.844889,20.988974,anh100.jpg
1589,398,Long Biên,2,4,2,340263,105.926434,21.022873,anh49.jpg
1590,295,Tây Hồ,5,2,5,287461,105.863856,21.04158,anh97.jpg
1591,393,Hoàn Kiếm,5,2,2,379405,105.854006,20.991426,anh88.jpg
1592,56,Hai Bà Trưng,6,4,1,63733,105.792462,20.996521,anh65.jpg
1593,358,Long Biên,6,4,2,393566,105.9411,21.013547,anh24.jpg
1594,150,Tây Hồ,2,4,5,144591,105.88818,21.014155,anh19.jpg
1595,198,Hai Bà Trưng,5,2,5,191037,105.903434,21.001618,anh31.jpg
1596,65,Thanh Xuân,6,4,1,58480,105.754346,20.995372,anh80.jpg
1597,39,Hoàn Kiếm,6,4,3,46744,105.788388,20.985739,anh98.jpg
1598,194,Thanh Xuân,2,4,4,230094,105.813017,21.031571,anh36.jpg
1599,150,Đống Đa,6,4,5,142479,105.784655,20.987688,anh97.jpg
1600,311,Cầu Giấy,4,2,3,290508,105.762528,21.01113,anh10.jpg
1601,389,Hai Bà Trưng,6,4,2,403030,105.800118,21.031924,anh58.jpg
1602,198,Tây Hồ,5,4,4,162912,105.785418,20.985362,anh9.jpg
1603,75,Long Biên,2,1,5,73652,105.828778,21.010098,anh29.jpg
1604,117,Tây Hồ,4,4,4,137206,105.930917,21.03285,anh81.jpg
1605,157,Thanh Xuân,1,2,3,136315,105.782134,21.008134,anh49.jpg
1606,172,Ba Đình,1,3,1,166654,105.869953,21.023842,anh35.jpg
1607,353,Tây Hồ,2,3,2,316890,105.86448,21.038822,anh33.jpg
1608,173,Long Biên,2,2,3,202475,105.864898,21.01756,anh40.jpg
1609,364,Thanh Xuân,2,2,2,327395,105.913434,21.025768,anh52.jpg
1610,122,Hoàn Kiếm,3,2,3,100304,105.937314,20.989356,anh88.jpg
1611,276,Hoàn Kiếm,3,4,3,288035,105.917981,21.004079,anh50.jpg
1612,268,Ba Đình,3,2,5,257662,105.946691,21.038835,anh61.jpg
1613,171,Cầu Giấy,5,4,2,166660,105.949185,21.026483,anh47.jpg
1614,103,Cầu Giấy,3,2,3,111097,105.835976,21.032252,anh67.jpg
1615,167,Tây Hồ,4,2,4,137366,105.80793,21.024821,anh53.jpg
1616,238,Long Biên,2,2,4,265938,105.889761,21.042913,anh30.jpg
1617,257,Long Biên,4,1,3,249641,105.815807,21.025113,anh2.jpg
1618,273,Đống Đa,3,1,5,310647,105.83986,21.043314,anh18.jpg
1619,65,Cầu Giấy,2,1,3,59795,105.791158,21.026527,anh51.jpg
1620,161,Hai Bà Trưng,2,2,4,135001,105.830427,21.018703,anh39.jpg
1621,330,Tây Hồ,3,2,4,271927,105.903365,20.983438,anh44.jpg
1622,197,Tây Hồ,5,4,4,194321,105.907407,21.01814,anh84.jpg
1623,61,Long Biên,3,2,2,52312,105.787068,21.003467,anh54.jpg
1624,94,Long Biên,3,4,4,108017,105.819304,20.997821,anh70.jpg
1625,182,Đống Đa,6,3,1,160926,105.914488,21.047514,anh40.jpg
1626,369,Hai Bà Trưng,6,2,4,348607,105.851901,21.021604,anh88.jpg
1627,204,Long Biên,2,4,1,235558,105.790696,20.983972,anh10.jpg
1628,202,Hoàn Kiếm,4,1,5,226051,105.948678,21.029387,anh81.jpg
1629,223,Long Biên,1,1,3,207520,105.756196,20.990234,anh27.jpg
1630,396,Đống Đa,4,4,3,450108,105.789814,21.029816,anh65.jpg
1631,351,Đống Đa,4,3,1,390693,105.923683,21.016606,anh78.jpg
1632,107,Tây Hồ,5,1,3,91435,105.785482,21.039747,anh78.jpg
1633,186,Tây Hồ,6,3,2,201390,105.80102,21.036916,anh69.jpg
1634,185,Tây Hồ,6,4,5,160627,105.793201,21.044818,anh31.jpg
1635,135,Tây Hồ,4,3,3,133275,105.906188,20.987546,anh9.jpg
1636,399,Thanh Xuân,4,1,5,381092,105.830263,21.002081,anh53.jpg
1637,224,Tây Hồ,2,2,5,233796,105.779117,21.003268,anh21.jpg
1638,95,Cầu Giấy,5,4,5,104043,105.938375,21.020033,anh58.jpg
1639,289,Cầu Giấy,6,3,2,325517,105.898806,21.012228,anh81.jpg
1640,234,Đống Đa,5,1,2,229769,105.938245,21.002625,anh99.jpg
1641,130,Đống Đa,5,1,4,113079,105.941626,20.99917,anh26.jpg
1642,341,Đống Đa,1,1,3,301496,105.789913,21.040371,anh58.jpg
1643,351,Tây Hồ,6,1,4,314401,105.849756,21.039475,anh47.jpg
1644,349,Đống Đa,3,1,5,361049,105.89947,21.040712,anh93.jpg
1645,207,Hoàn Kiếm,3,3,5,212769,105.785395,21.018685,anh2.jpg
1646,321,Long Biên,6,1,5,293965,105.812565,21.003573,anh38.jpg
1647,257,Long Biên,2,3,4,283337,105.86973,21.034972,anh39.jpg
1648,277,Đống Đa,6,2,5,318509,105.78871,20.985914,anh50.jpg
1649,80,Hai Bà Trưng,5,4,2,85349,105.814153,20.999271,anh2.jpg
1650,258,Hai Bà Trưng,2,3,3,290437,105.929272,21.024844,anh78.jpg
1651,96,Hai Bà Trưng,3,1,4,97237,105.921498,20.98504,anh64.jpg
1652,198,Thanh Xuân,5,3,5,200047,105.901562,20.991975,anh7.jpg
1653,137,Long Biên,1,1,5,159045,105.843715,21.042542,anh55.jpg
1654,263,Hoàn Kiếm,5,3,4,215841,105.760137,21.027426,anh100.jpg
1655,45,Hai Bà Trưng,1,4,1,39359,105.76303,20.989618,anh66.jpg
1656,336,Ba Đình,6,3,2,301969,105.903902,21.021678,anh41.jpg
1657,356,Cầu Giấy,2,1,1,370095,105.77965,21.045775,anh13.jpg
1658,239,Tây Hồ,1,1,2,271706,105.765898,21.003843,anh48.jpg
1659,33,Cầu Giấy,6,4,4,26699,105.819028,21.043893,anh84.jpg
1660,47,Ba Đình,4,3,5,38441,105.84858,21.008242,anh91.jpg
1661,255,Cầu Giấy,2,2,1,240057,105.846171,21.021417,anh13.jpg
1662,375,Long Biên,4,1,5,302207,105.76934,21.010192,anh6.jpg
1663,194,Ba Đình,6,3,1,218165,105.888234,20.983616,anh65.jpg
1664,163,Thanh Xuân,4,2,3,171515,105.945368,21.029344,anh33.jpg
1665,94,Ba Đình,2,3,5,87177,105.921299,21.018185,anh76.jpg
1666,263,Đống Đa,6,1,3,255556,105.898726,21.012578,anh50.jpg
1667,251,Đống Đa,3,4,4,243608,105.785935,21.002969,anh72.jpg
1668,33,Ba Đình,2,2,4,30788,105.833059,21.046186,anh38.jpg
1669,170,Tây Hồ,2,3,2,183920,105.900387,21.021655,anh42.jpg
1670,335,Long Biên,2,4,2,332349,105.930649,21.037029,anh35.jpg
1671,218,Cầu Giấy,2,3,1,197740,105.852225,21.035492,anh57.jpg
1672,246,Long Biên,3,2,5,230741,105.841231,20.995442,anh30.jpg
1673,219,Ba Đình,2,1,2,244742,105.848098,21.015994,anh57.jpg
1674,359,Hoàn Kiếm,4,2,1,409853,105.781514,20.992699,anh70.jpg
1675,56,Hoàn Kiếm,2,3,4,59052,105.856597,21.034294,anh96.jpg
1676,245,Tây Hồ,6,4,1,233569,105.883952,20.991743,anh69.jpg
1677,153,Đống Đa,1,2,5,156876,105.894455,21.044615,anh34.jpg
1678,168,Tây Hồ,3,4,4,152217,105.921738,20.997654,anh4.jpg
1679,65,Thanh Xuân,3,2,2,63003,105.86734,21.007336,anh88.jpg
1680,119,Hoàn Kiếm,4,4,2,132664,105.925979,21.018911,anh15.jpg
1681,45,Cầu Giấy,5,4,1,51980,105.788805,21.027076,anh65.jpg
1682,94,Ba Đình,3,4,1,104710,105.843123,20.98405,anh28.jpg
1683,346,Tây Hồ,3,4,4,377484,105.79613,20.995868,anh44.jpg
1684,57,Tây Hồ,5,1,3,65933,105.771999,20.997492,anh26.jpg
1685,218,Long Biên,2,4,5,204760,105.774587,20.99577,anh54.jpg
1686,34,Cầu Giấy,3,1,3,29784,105.806427,20.980841,anh43.jpg
1687,52,Hai Bà Trưng,6,2,3,57115,105.902602,21.027467,anh57.jpg
1688,291,Tây Hồ,6,2,4,280490,105.794125,20.997476,anh78.jpg
1689,143,Tây Hồ,2,3,2,170779,105.886657,20.99291,anh65.jpg
1690,175,Thanh Xuân,4,1,1,176480,105.890191,21.020844,anh49.jpg
1691,398,Cầu Giấy,2,4,5,399031,105.866024,21.002813,anh83.jpg
1692,266,Hai Bà Trưng,6,2,3,311630,105.765117,21.021332,anh8.jpg
1693,140,Đống Đa,5,4,3,126993,105.785411,21.04829,anh45.jpg
1694,394,Tây Hồ,1,2,4,348280,105.873952,20.991502,anh64.jpg
1695,244,Thanh Xuân,3,2,3,280574,105.881647,21.022953,anh96.jpg
1696,186,Cầu Giấy,3,1,4,217879,105.821958,20.989744,anh45.jpg
1697,180,Ba Đình,6,3,2,177139,105.79723,20.992138,anh50.jpg
1698,319,Thanh Xuân,3,2,5,299088,105.934691,21.021276,anh93.jpg
1699,389,Long Biên,1,1,3,433475,105.792042,21.028438,anh35.jpg
1700,358,Hoàn Kiếm,1,3,1,399512,105.924392,21.013905,anh23.jpg
1701,340,Thanh Xuân,2,4,2,375069,105.776269,21.03927,anh3.jpg
1702,180,Tây Hồ,6,2,1,192874,105.753868,21.018915,anh57.jpg
1703,318,Thanh Xuân,1,2,3,337749,105.914558,20.981885,anh99.jpg
1704,382,Thanh Xuân,5,2,2,433616,105.83818,21.036939,anh70.jpg
1705,299,Hai Bà Trưng,6,1,3,247687,105.853,20.986504,anh74.jpg
1706,276,Cầu Giấy,2,1,5,222474,105.789842,21.012786,anh85.jpg
1707,317,Thanh Xuân,2,2,2,280648,105.828327,21.038372,anh40.jpg
1708,33,Thanh Xuân,5,3,2,31212,105.765667,20.984222,anh29.jpg
1709,138,Hai Bà Trưng,6,4,5,158008,105.873723,21.027107,anh21.jpg
1710,71,Đống Đa,3,3,3,68828,105.868619,21.033671,anh98.jpg
1711,69,Long Biên,3,2,1,66166,105.767789,21.018504,anh32.jpg
1712,212,Hai Bà Trưng,1,2,5,205359,105.887051,20.983435,anh83.jpg
1713,129,Thanh Xuân,6,4,1,108743,105.836911,21.018124,anh30.jpg
1714,117,Thanh Xuân,6,1,3,132576,105.764534,20.982183,anh68.jpg
1715,158,Cầu Giấy,4,2,5,146498,105.785165,21.033579,anh23.jpg
1716,124,Ba Đình,2,1,5,127850,105.921001,21.042389,anh28.jpg
1717,306,Long Biên,3,4,2,284181,105.795927,20.986558,anh25.jpg
1718,181,Cầu Giấy,6,2,3,196877,105.800546,21.018631,anh83.jpg
1719,154,Cầu Giấy,3,4,3,173944,105.899663,21.003428,anh70.jpg
1720,238,Đống Đa,2,2,5,191098,105.907541,21.021774,anh32.jpg
1721,302,Đống Đa,1,4,2,303005,105.927657,21.011476,anh80.jpg
1722,294,Long Biên,3,1,2,251263,105.901081,21.015085,anh18.jpg
1723,171,Long Biên,4,3,5,160063,105.825018,21.039023,anh73.jpg
1724,42,Thanh Xuân,6,2,3,40879,105.837534,21.005688,anh91.jpg
1725,86,Tây Hồ,1,1,5,92458,105.871729,21.040198,anh66.jpg
1726,341,Ba Đình,1,4,4,392314,105.886447,21.044911,anh44.jpg
1727,278,Đống Đa,1,1,1,253554,105.772309,21.000288,anh54.jpg
1728,171,Cầu Giấy,2,3,3,155346,105.880267,21.0333,anh24.jpg
1729,359,Thanh Xuân,2,2,1,413787,105.877803,21.02589,anh79.jpg
1730,128,Cầu Giấy,2,1,3,132782,105.757495,21.04824,anh18.jpg
1731,126,Cầu Giấy,5,1,2,136315,105.869061,21.008555,anh29.jpg
1732,270,Đống Đa,6,2,5,231297,105.865832,21.031527,anh83.jpg
1733,173,Đống Đa,5,1,5,181038,105.757528,21.043425,anh99.jpg
1734,31,Hoàn Kiếm,2,2,3,29738,105.849888,20.996368,anh95.jpg
1735,104,Hoàn Kiếm,2,2,1,116170,105.751376,21.041153,anh14.jpg
1736,69,Cầu Giấy,6,3,4,71667,105.789521,20.995249,anh48.jpg
1737,94,Hai Bà Trưng,6,3,4,86727,105.881085,21.016636,anh90.jpg
1738,350,Ba Đình,2,1,1,343714,105.91551,21.037455,anh63.jpg
1739,324,Long Biên,6,3,3,331492,105.765391,20.995956,anh72.jpg
1740,374,Đống Đa,1,1,3,388548,105.783528,21.014461,anh8.jpg
1741,258,Ba Đình,5,1,2,288618,105.857225,21.009462,anh14.jpg
1742,185,Hai Bà Trưng,3,1,2,203488,105.906322,21.00902,anh3.jpg
1743,63,Cầu Giấy,4,2,3,64371,105.897626,21.046071,anh36.jpg
1744,336,Đống Đa,2,3,4,305844,105.877312,21.025173,anh97.jpg
1745,229,Hai Bà Trưng,5,3,4,205919,105.936971,20.995024,anh5.jpg
1746,42,Ba Đình,3,1,5,34985,105.787256,20.989224,anh23.jpg
1747,98,Đống Đa,4,1,2,87162,105.923992,21.014407,anh3.jpg
1748,300,Tây Hồ,5,1,5,266146,105.845844,21.004512,anh28.jpg
1749,354,Cầu Giấy,5,1,5,307779,105.791465,21.034146,anh100.jpg
1750,50,Hai Bà Trưng,3,3,2,40363,105.906916,21.014408,anh68.jpg
1751,297,Ba Đình,3,2,1,285534,105.760975,20.981584,anh8.jpg
1752,252,Hoàn Kiếm,4,3,2,297837,105.941308,20.990309,anh55.jpg
1753,342,Hai Bà Trưng,3,2,5,409416,105.921233,20.985528,anh33.jpg
1754,170,Long Biên,1,2,4,162834,105.793995,20.981245,anh32.jpg
1755,44,Cầu Giấy,1,3,3,45418,105.842717,21.037246,anh53.jpg
1756,191,Long Biên,3,1,1,227187,105.820227,21.010216,anh13.jpg
1757,353,Hoàn Kiếm,3,3,5,386090,105.927322,21.016648,anh68.jpg
1758,234,Hai Bà Trưng,2,1,1,234086,105.801991,21.021781,anh81.jpg
1759,300,Hoàn Kiếm,1,3,4,352428,105.934995,20.985211,anh70.jpg
1760,174,Thanh Xuân,1,2,3,178515,105.849622,21.036681,anh3.jpg
1761,157,Đống Đa,1,1,2,146678,105.7988,21.006516,anh33.jpg
1762,216,Long Biên,5,4,1,233135,105.789492,20.99575,anh60.jpg
1763,327,Tây Hồ,1,4,2,276369,105.830812,21.034707,anh79.jpg
1764,65,Hai Bà Trưng,2,4,1,69411,105.872113,21.011763,anh44.jpg
1765,355,Hoàn Kiếm,6,2,2,299883,105.769693,20.995602,anh88.jpg
1766,220,Long Biên,5,4,1,232381,105.755594,20.9847,anh65.jpg
1767,124,Hai Bà Trưng,1,1,5,124436,105.884338,20.990451,anh92.jpg
1768,165,Long Biên,3,1,2,193635,105.764028,20.990419,anh84.jpg
1769,96,Long Biên,5,3,4,97860,105.849166,20.984575,anh60.jpg
1770,105,Ba Đình,2,4,3,103063,105.782123,21.036129,anh34.jpg
1771,259,Ba Đình,4,4,4,270425,105.904586,21.038819,anh60.jpg
1772,349,Đống Đa,1,4,1,321877,105.838637,21.003289,anh43.jpg
1773,307,Long Biên,5,2,2,265109,105.877154,21.018651,anh58.jpg
1774,65,Hoàn Kiếm,1,3,2,54677,105.837382,20.990652,anh20.jpg
1775,57,Cầu Giấy,3,4,4,47426,105.910081,21.008,anh19.jpg
1776,239,Cầu Giấy,4,3,2,209382,105.90156,21.019961,anh39.jpg
1777,350,Thanh Xuân,1,1,4,405282,105.836969,20.995619,anh10.jpg
1778,336,Thanh Xuân,5,3,1,382218,105.864074,21.027177,anh72.jpg
1779,215,Thanh Xuân,5,1,3,233335,105.764224,21.029867,anh35.jpg
1780,203,Long Biên,6,2,3,186965,105.893301,21.020161,anh57.jpg
1781,141,Ba Đình,3,3,4,126583,105.924909,20.984633,anh85.jpg
1782,115,Đống Đa,2,1,3,131459,105.890135,21.031766,anh14.jpg
1783,319,Hoàn Kiếm,6,1,3,344002,105.82087,21.028676,anh29.jpg
1784,56,Tây Hồ,2,1,4,48952,105.80954,21.025397,anh98.jpg
1785,33,Hai Bà Trưng,5,2,3,36049,105.903796,21.006685,anh97.jpg
